query ID	subject ID	evalue	Percent Identity	Moved	query location	subject location
YP_002343806.1	WP_021033769.1	0.0	85.81	false	complement(337535..338911)	1369449..1370825
YP_002343807.1	WP_002780697.1	3e-36	100	false	339071..339283	complement(1369091..1369303)
YP_002343808.1	WP_002798677.1	7e-90	92.15	false	339403..340008	complement(1368283..1368888)
YP_002343809.1	WP_002797309.1	0.0	93.06	false	340018..341187	complement(1367104..1368273)
YP_002343810.1	WP_002785296.1	8e-153	81.35	false	341190..342125	complement(1366166..1367101)
YP_002343811.1	WP_002778301.1	3e-78	89.57	false	342115..342606	complement(1365685..1366176)
YP_002343812.1	WP_002787526.1	5e-56	65.97	false	342615..343091	complement(1365192..1365674)
YP_002343813.1	WP_002844697.1	3e-97	59.85	false	343102..343926	complement(1364374..1365195)
YP_002343814.1	WP_002780701.1	0.0	87.37	false	343926..345638	complement(1362660..1364372)
YP_002343815.1	WP_002778309.1	1e-68	79.78	false	complement(345635..346174)	1362115..1362663
YP_002343816.1	WP_002778311.1	3e-164	90.57	false	complement(346174..347067)	1361222..1362115
YP_002343817.1	WP_021033768.1	3e-146	99.23	false	complement(347123..347908)	1360381..1361166
YP_002343818.1	WP_021033767.1	1e-153	89.25	false	complement(347905..348744)	1359545..1360384
YP_002343819.1	WP_002778316.1	6e-58	78.79	false	complement(348741..349139)	1359150..1359548
YP_002343820.1	WP_002778318.1	1e-85	97.4	false	complement(349139..349603)	1358686..1359150
YP_002343821.1	WP_002778320.1	5e-139	90.67	false	complement(349600..350415)	1357872..1358684
YP_002343822.1	WP_002778321.1	3e-155	90.97	false	complement(350412..351344)	1356943..1357875
YP_002343823.1	WP_002778322.1	0.0	91.09	false	351446..352828	complement(1355445..1356827)
YP_002343824.1	WP_002778323.1	3e-68	73.78	false	352815..353312	complement(1354961..1355455)
YP_002343825.1	WP_002778324.1	3e-177	91.54	false	353309..354268	complement(1354005..1354964)
YP_002343826.1	WP_002785304.1	0.0	92.46	false	354279..355514	complement(1352760..1353995)
YP_002343827.1	WP_002778326.1	0.0	85.59	false	355524..357986	complement(1350288..1352750)
YP_002343828.1	WP_002780711.1	6e-90	75	false	complement(358017..358652)	1349633..1350259
YP_002343829.1	WP_002780713.1	0.0	89.58	false	complement(358750..360192)	1348099..1349541
YP_002343830.1	WP_002778331.1	0.0	89.51	false	complement(360241..361587)	1346701..1348047
YP_002343831.1	WP_002778333.1	3e-111	89.95	false	complement(361706..362335)	1345945..1346574
YP_002343832.1	WP_002778340.1	6e-26	53.76	false	complement(362322..362612)	1345671..1345958
YP_002343833.1	WP_002778342.1	7e-145	73.49	false	complement(362609..363607)	1344676..1345674
YP_002343834.1	WP_002778347.1	7e-62	64.58	false	complement(363604..364182)	1344101..1344679
YP_002343835.1	WP_002778349.1	4e-34	71.58	false	364326..364610	complement(1343682..1343969)
YP_002343836.1	WP_002778351.1	1e-81	80.98	false	364678..365241	complement(1343041..1343601)
YP_002343837.1	WP_002778353.1	1e-87	97.45	false	365243..365716	complement(1342567..1343037)
YP_002343838.1	WP_002844704.1	0.0	87.78	false	365717..367222	complement(1341059..1342567)
YP_002343839.1	WP_002844706.1	0.0	90.34	false	367219..368463	complement(1339818..1341062)
YP_002343840.1	WP_002778362.1	6e-104	96.13	false	368460..369005	complement(1339276..1339821)
YP_002343841.1	WP_002778371.1	1e-115	77.3	false	369019..369855	complement(1338436..1339263)
YP_002343842.1	WP_002839719.1	1e-116	75.95	false	369852..370640	complement(1337648..1338439)
YP_002343843.1	WP_002778381.1	1e-123	73.84	false	complement(370715..371614)	1336670..1337575
YP_002343844.1	WP_002844708.1	3e-134	86.35	false	371704..372519	complement(1335764..1336579)
YP_002343845.1	WP_002778384.1	3e-134	85.55	false	372589..373371	complement(1334911..1335696)
YP_002343846.1	WP_002783123.1	0.0	96.53	false	373355..375346	complement(1332936..1334927)
YP_002343847.1	WP_002824801.1	1e-142	98.34	false	375339..376064	complement(1332218..1332943)
YP_002343848.1	WP_002778389.1	0.0	73.76	false	376092..378278	complement(1330004..1332190)
YP_002343849.1	WP_002783117.1	0.0	79.64	false	378268..380097	complement(1328182..1330014)
YP_002343850.1	WP_021033766.1	6e-98	71.79	false	380097..380801	complement(1327481..1328185)
YP_002343855.1	WP_002780736.1	7e-70	67.66	false	complement(383947..384651)	1326782..1327462
YP_002343856.1	WP_002785316.1	1e-56	84.87	false	384759..385121	complement(1326310..1326672)
YP_002343857.1	WP_002778399.1	9e-95	86.84	false	385195..385767	complement(1325663..1326235)
YP_002343858.1	WP_002778400.1	6e-176	98.11	false	complement(385772..386728)	1324702..1325658
YP_002343859.1	WP_002778401.1	4e-36	98.55	false	complement(386790..386999)	1324432..1324641
YP_002343863.1	WP_002799636.1	0.0	97.9	false	388595..390172	complement(1321158..1322735)
YP_002343864.1	WP_002778417.1	3e-58	93.64	false	390162..390497	complement(1320833..1321165)
YP_002343865.1	WP_002778419.1	4e-40	69.29	false	390572..390955	complement(1320405..1320782)
YP_002343866.1	WP_002778421.1	3e-78	78.87	false	complement(390999..391583)	1319789..1320373
YP_002343868.1	WP_002778424.1	3e-76	68.66	false	392930..393544	complement(1317550..1318317)
YP_002343869.1	WP_002784561.1	0.0	79.85	false	complement(399936..401144)	1307268..1308476
YP_002343870.1	WP_002778429.1	2e-177	88.1	false	complement(401144..402205)	1306207..1307268
YP_002343871.1	WP_002793620.1	0.0	84.55	false	402285..403763	complement(1304649..1306127)
YP_002343872.1	WP_002778432.1	3e-137	95.14	false	403835..404578	complement(1303841..1304584)
YP_002343873.1	WP_021033763.1	7e-64	79.26	false	404585..404995	complement(1303424..1303831)
YP_002343874.1	WP_002783123.1	5e-76	32.95	true	405333..407168	complement(1332936..1334927)
YP_002343875.1	WP_002824801.1	7e-13	26.43	true	407165..408130	complement(1332218..1332943)
YP_002343877.1	WP_002778437.1	8e-96	72.4	false	complement(409015..409683)	1302739..1303404
YP_002343878.1	WP_002778438.1	2e-36	98.7	false	409793..410026	complement(1302392..1302625)
YP_002343879.1	WP_002784557.1	0.0	90.84	false	410053..411267	complement(1301144..1302358)
YP_002343880.1	WP_002778440.1	9e-171	91.99	false	411269..412207	complement(1300204..1301142)
YP_002343881.1	WP_002784640.1	3e-88	79.58	false	414516..415112	complement(1292600..1293193)
YP_002343882.1	WP_002778453.1	5e-179	87.09	false	complement(415144..416241)	1291485..1292579
YP_002343883.1	WP_002778454.1	4e-31	85.92	false	complement(416251..416466)	1291258..1291473
YP_002343884.1	WP_002778456.1	1e-32	98.44	false	complement(416651..416845)	1290867..1291061
YP_002343885.1	WP_002783571.1	4e-113	89.3	false	416985..417632	complement(1290082..1290729)
YP_002343886.1	WP_002780764.1	2e-124	82.21	false	417629..418390	complement(1289324..1290085)
YP_002343887.1	WP_002787251.1	0.0	93.01	false	418573..419865	complement(1287860..1289152)
YP_002343888.1	WP_002778460.1	4e-58	65.12	false	complement(419857..420426)	1287350..1287868
YP_002343890.1	WP_002783572.1	1e-100	60.98	false	complement(420889..421848)	1285846..1286832
YP_002343892.1	WP_002780781.1	0.0	93.53	false	complement(422463..423764)	1283930..1285231
YP_002343893.1	WP_002778465.1	1e-35	80	false	complement(423761..424027)	1283691..1283933
YP_002343894.1	WP_002778466.1	0.0	86.74	false	424131..425219	complement(1282478..1283566)
YP_002343895.1	WP_002778467.1	0.0	83.54	false	complement(425235..426422)	1281264..1282451
YP_002343896.1	WP_002845194.1	0.0	95.4	false	426496..427542	complement(1280146..1281192)
YP_002343897.1	WP_002778469.1	0.0	77.83	false	427542..428762	complement(1278926..1280146)
YP_002343898.1	WP_002778470.1	0.0	86.86	false	428752..430575	complement(1277122..1278936)
YP_002343899.1	WP_002780786.1	2e-64	89.06	false	complement(430572..430955)	1276733..1277119
YP_002343900.1	WP_002780788.1	7e-80	70.2	false	431050..431646	complement(1276055..1276651)
YP_002343901.1	WP_002778476.1	2e-94	82.1	false	431662..432363	complement(1275343..1276044)
YP_002343902.1	WP_002780790.1	1e-99	82.11	false	432356..433012	complement(1274694..1275350)
YP_002343903.1	WP_002779794.1	1e-123	86.48	false	433014..433775	complement(1273955..1274692)
YP_002343904.1	WP_002779448.1	0.0	99.75	false	434408..435607	complement(1272086..1273285)
YP_002343905.1	WP_002779449.1	2e-24	98.08	false	435660..435818	complement(1271875..1272033)
YP_002343906.1	WP_002779450.1	5e-27	96.61	false	435925..436104	complement(1271590..1271769)
YP_002343907.1	WP_002779451.1	2e-100	99.44	false	436114..436647	complement(1271043..1271576)
YP_002343908.1	WP_002779452.1	4e-78	100	false	436673..437098	complement(1270592..1271017)
YP_002343909.1	WP_002779453.1	8e-129	94.42	false	437153..437854	complement(1269833..1270534)
YP_002343910.1	WP_002779454.1	3e-85	95.6	false	438006..438485	complement(1269205..1269684)
YP_002343911.1	WP_002779455.1	1e-53	96	false	438506..438883	complement(1268810..1269187)
YP_002343912.1	WP_002782940.1	0.0	98.47	false	438992..443128	complement(1264563..1268690)
YP_002343913.1	WP_021033761.1	0.0	96.77	false	443121..447674	complement(1260020..1264570)
YP_002343914.1	WP_002779460.1	9e-127	88.54	false	complement(447705..448466)	1259234..1259995
YP_002343915.1	WP_002779461.1	1e-166	94.37	false	448697..449605	complement(1258093..1259001)
YP_002343919.1	WP_002779465.1	3e-147	93.1	false	452320..453108	complement(1254580..1255368)
YP_002343920.1	WP_002779466.1	0.0	93.45	false	453119..454375	complement(1253328..1254569)
YP_002343922.1	WP_002837607.1	1e-59	100	false	455130..455447	complement(1252238..1252555)
YP_002343925.1	WP_002782934.1	1e-70	100	false	457227..457613	complement(1250259..1250645)
YP_002343926.1	WP_002782933.1	2e-88	99.36	false	457683..458153	complement(1249719..1250189)
YP_002343927.1	WP_002780804.1	0.0	99.86	false	458166..460241	complement(1247631..1249706)
YP_002343929.1	WP_002779475.1	1e-93	66.95	false	460519..461220	complement(1246619..1247320)
YP_002343930.1	WP_002779476.1	1e-58	83.06	false	461210..461584	complement(1246255..1246629)
YP_002343931.1	WP_002779477.1	2e-170	71.53	false	461557..462834	complement(1245005..1246282)
YP_002343932.1	WP_002780808.1	2e-133	89.15	false	462831..463607	complement(1244232..1245008)
YP_002343933.1	WP_002779479.1	1e-86	89.44	false	463617..464102	complement(1243736..1244221)
YP_002343934.1	WP_002780810.1	2e-161	82.23	false	464092..465090	complement(1242748..1243746)
YP_002343935.1	WP_002779482.1	1e-148	85.15	false	complement(466660..467571)	1240238..1241149
YP_002343936.1	WP_002788195.1	2e-121	73.87	false	complement(467568..468434)	1239264..1240118
YP_002343937.1	WP_021033760.1	1e-168	78.43	false	complement(468439..469512)	1237079..1238158
YP_002343938.1	WP_021033759.1	0.0	86.46	false	469627..472155	complement(1234434..1236962)
YP_002343939.1	WP_002845301.1	2e-72	72.68	false	472155..472706	complement(1233879..1234430)
YP_002343940.1	WP_021033758.1	0.0	89.74	false	472703..474634	complement(1231951..1233882)
YP_002343941.1	WP_002779741.1	0.0	94.52	false	complement(474662..477235)	1229335..1231908
YP_002343942.1	WP_002779742.1	1e-39	80.43	false	complement(477347..477637)	1228919..1229200
YP_002343943.1	WP_002790015.1	0.0	86.36	false	477755..479089	complement(1227439..1228761)
YP_002343944.1	WP_002776052.1	4e-126	92.37	false	479091..479801	complement(1226726..1227436)
YP_002343945.1	WP_002776055.1	2e-30	74.36	false	479810..480055	complement(1226472..1226717)
YP_002343946.1	WP_002776057.1	1e-115	88.79	false	480057..480728	complement(1225828..1226472)
YP_002343947.1	WP_051279984.1	1e-164	68.96	false	480700..481896	complement(1224633..1225820)
YP_002343948.1	WP_002788206.1	1e-113	83.91	false	481877..482569	complement(1223960..1224661)
YP_002343949.1	WP_002780858.1	2e-46	81.97	false	482563..482931	complement(1223598..1223966)
YP_002343950.1	WP_021033757.1	0.0	95.23	false	483003..484829	complement(1221699..1223525)
YP_002343951.1	WP_002780862.1	3e-46	75.96	false	484826..485143	complement(1221379..1221699)
YP_002343952.1	WP_002776068.1	1e-54	79.17	false	485143..485577	complement(1220948..1221382)
YP_002343956.1	WP_002791851.1	0.0	88.81	false	complement(487340..489148)	1217367..1219172
YP_002343957.1	WP_002776071.1	1e-45	89.9	false	complement(489155..489451)	1217062..1217361
YP_002343958.1	WP_002776072.1	2e-93	98.78	false	complement(489458..489952)	1216561..1217055
YP_002343959.1	WP_002776076.1	1e-79	97.2	false	complement(489962..490393)	1216120..1216551
YP_002343960.1	WP_002780872.1	6e-155	85.33	false	complement(490474..491475)	1215142..1216044
YP_002343961.1	WP_021033756.1	0.0	68.61	false	491390..493960	complement(1212558..1215128)
YP_002343962.1	WP_002825079.1	0.0	93.46	false	494077..496281	complement(1210237..1212441)
YP_002343963.1	WP_002825077.1	6e-147	87.54	false	496278..497180	complement(1209332..1210240)
YP_002343964.1	WP_002825076.1	0.0	97.16	false	497181..498344	complement(1208172..1209335)
YP_002343965.1	WP_002776090.1	2e-163	98.62	false	498354..499223	complement(1207293..1208162)
YP_002343966.1	WP_002825075.1	2e-56	97.09	false	499238..499549	complement(1206967..1207278)
YP_002343967.1	WP_002822723.1	0.0	96.79	false	499558..500682	complement(1205834..1206958)
YP_002343968.1	WP_002776093.1	1e-167	97.51	false	500683..501528	complement(1204987..1205832)
YP_002343969.1	WP_002776094.1	8e-104	96.76	false	501525..502082	complement(1204433..1204990)
YP_002343970.1	WP_002776096.1	7e-41	89.66	false	502221..502484	complement(1204041..1204304)
YP_002343971.1	WP_002776099.1	6e-76	78.7	false	502487..503023	complement(1203511..1204041)
YP_002343972.1	WP_002780880.1	2e-133	79.46	false	503037..503930	complement(1202601..1203494)
YP_002343973.1	WP_021033755.1	0.0	87.73	false	503930..505228	complement(1201303..1202601)
YP_002343974.1	WP_021033754.1	0.0	88.71	false	505212..506921	complement(1199610..1201316)
YP_002343975.1	WP_002782917.1	2e-38	65.25	false	506918..507307	complement(1199227..1199613)
YP_002343976.1	WP_002782915.1	1e-162	91.83	false	507304..508227	complement(1198304..1199230)
YP_002343977.1	WP_021033753.1	0.0	99.5	false	508224..510026	complement(1196505..1198307)
YP_002343978.1	WP_002776146.1	4e-67	100	false	510184..510549	complement(1195983..1196348)
YP_002343979.1	WP_002776148.1	0.0	98.29	false	510552..512480	complement(1194067..1195980)
YP_002343980.1	WP_002776169.1	3e-71	100	false	512492..512878	complement(1193669..1194055)
YP_002343981.1	WP_002776186.1	1e-46	100	false	512859..513134	complement(1193413..1193688)
YP_002343982.1	WP_002776189.1	3e-108	97.35	false	513566..514135	complement(1192415..1192984)
YP_002343988.1	WP_002782910.1	6e-120	59.78	false	complement(519157..520242)	1191168..1192253
YP_002343989.1	WP_002814788.1	0.0	84.88	false	complement(520239..521471)	1189939..1191171
YP_002343990.1	WP_002776196.1	1e-170	93.57	false	521542..522477	complement(1188933..1189868)
YP_002343991.1	WP_021033752.1	0.0	84.13	false	522658..523986	complement(1187376..1188707)
YP_002343992.1	WP_021033751.1	1e-135	77.99	false	complement(524034..524963)	1186424..1187353
YP_002343993.1	WP_002780905.1	0.0	86.4	false	525117..526493	complement(1184906..1186279)
YP_002344002.1	WP_002777613.1	0.0	89.68	false	533373..534392	489578..490597
YP_002344003.1	WP_002777611.1	1e-62	81.51	false	534404..534847	490614..491057
YP_002344004.1	WP_002777609.1	0.0	87.99	false	534865..536565	491135..492835
YP_002344005.1	WP_002782017.1	4e-78	90.91	false	536562..537026	492832..493296
YP_002344006.1	WP_002777599.1	9e-177	92.11	false	537023..537988	493293..494246
YP_002344007.1	WP_002777597.1	2e-171	82.65	false	complement(537977..539005)	complement(494249..495274)
YP_002344008.1	WP_002777595.1	3e-133	94.69	false	complement(538998..539735)	complement(495271..496017)
YP_002344009.1	WP_002782021.1	7e-48	81.82	false	complement(539728..540144)	complement(496018..496422)
YP_002344010.1	WP_002788394.1	8e-153	73.52	false	complement(540202..541269)	complement(496485..497552)
YP_002344011.1	WP_002777589.1	1e-78	85.26	false	541371..541841	497647..498117
YP_002344012.1	WP_002777587.1	0.0	92	false	541843..543045	498117..499319
YP_002344013.1	WP_002777585.1	2e-92	89.83	false	543046..543582	499320..499853
YP_002344014.1	WP_002777583.1	6e-79	74.13	false	543588..544187	499853..500464
YP_002344015.1	WP_002798868.1	0.0	86.84	false	544189..545331	500461..501603
YP_002344016.1	WP_002845080.1	0.0	93.02	false	545332..547275	501604..503547
YP_002344017.1	WP_002786117.1	2e-73	51.8	false	547256..548260	503528..504532
YP_002344018.1	WP_002777566.1	2e-93	69.44	false	548257..549018	504529..505278
YP_002344019.1	WP_002780161.1	3e-108	66.43	false	548984..549838	505247..506083
YP_002344020.1	WP_002780163.1	6e-111	81.62	false	549825..550535	506087..506791
YP_002344021.1	WP_002780165.1	2e-22	64.62	false	complement(550525..550746)	complement(506795..507013)
YP_002344023.1	WP_002780167.1	2e-100	90	false	complement(551235..551867)	complement(507092..507724)
YP_002344024.1	WP_002780169.1	2e-95	73.61	false	complement(551878..552528)	complement(507734..508384)
YP_002344025.1	WP_002777553.1	8e-113	92.31	false	complement(552525..553151)	complement(508381..509007)
YP_002344026.1	WP_002777551.1	2e-140	86.81	false	553232..554053	509090..509911
YP_002344027.1	WP_002777549.1	0.0	91.81	false	554053..555117	509911..510975
YP_002344028.1	WP_021033677.1	0.0	79.3	false	555212..556654	511074..512528
YP_002344029.1	WP_002789860.1	2e-163	90.85	false	556651..557604	512525..513475
YP_002344030.1	WP_002789861.1	3e-122	75.18	false	557591..558466	513485..514354
YP_002344031.1	WP_002844604.1	0.0	85.23	false	complement(558458..559801)	1156231..1157574
YP_002344032.1	WP_021033746.1	2e-89	68.92	false	complement(559852..560520)	1155512..1156180
YP_002344033.1	WP_002790057.1	0.0	75.66	false	complement(560517..562220)	1153815..1155515
YP_002344034.1	WP_002776266.1	2e-157	90.78	false	562315..563196	complement(1152839..1153720)
YP_002344035.1	WP_002794738.1	0.0	79.24	false	563205..564395	complement(1151644..1152834)
YP_002344036.1	WP_002787335.1	0.0	88.46	false	564474..565646	complement(1150390..1151562)
YP_002344037.1	WP_002787343.1	0.0	89.55	false	565646..567571	complement(1148465..1150390)
YP_002344038.1	WP_002787345.1	0.0	79.07	false	567573..568943	complement(1147099..1148463)
YP_002344039.1	WP_021033745.1	5e-174	76.53	false	complement(568946..570124)	1145859..1147028
YP_002344040.1	WP_002794741.1	2e-138	72.24	false	complement(570111..571121)	1144889..1145869
YP_002344041.1	WP_002776279.1	0.0	89.3	false	complement(571122..572498)	1143512..1144888
YP_002344042.1	WP_002786063.1	3e-86	90.36	false	complement(572541..573044)	1142962..1143462
YP_002344043.1	WP_002776282.1	1e-179	91.84	false	573224..574219	complement(1141627..1142622)
YP_002344044.1	WP_002844620.1	6e-173	99.67	false	574229..575143	complement(1140703..1141617)
YP_002344045.1	WP_002797470.1	0.0	99.17	false	575140..576228	complement(1139618..1140706)
YP_002344046.1	WP_002776307.1	1e-143	99.59	false	576225..576965	complement(1138881..1139621)
YP_002344049.1	WP_002844623.1	0.0	97.95	false	578345..579661	complement(1135046..1136362)
YP_002344050.1	WP_002796834.1	2e-119	95.81	false	579637..580284	complement(1134423..1135070)
YP_002344051.1	WP_002844627.1	0.0	95.06	false	580326..581846	complement(1132861..1134381)
YP_002344052.1	WP_021033743.1	0.0	91.36	false	581827..584016	complement(1130691..1132880)
YP_002344053.1	WP_002844630.1	1e-144	99.19	false	584094..584837	complement(1129870..1130613)
YP_002344054.1	WP_002796838.1	4e-49	98.92	false	584837..585118	complement(1129589..1129870)
YP_002344055.1	WP_002844634.1	0.0	99.45	false	585102..586193	complement(1128514..1129605)
YP_002344056.1	WP_002822672.1	0.0	99.07	false	586190..587164	complement(1127543..1128517)
YP_002344057.1	WP_002776349.1	1e-59	97.37	false	587164..587508	complement(1127199..1127543)
YP_002344059.1	WP_002776351.1	1e-157	87.23	false	complement(591537..592502)	1126126..1127091
YP_002344061.1	WP_002776360.1	0.0	93.24	false	594548..595570	complement(1123055..1124077)
YP_002344062.1	WP_002776371.1	1e-116	62.33	false	595574..596656	complement(1122000..1123052)
YP_002344063.1	WP_002776372.1	3e-112	76.56	false	596646..597419	complement(1121240..1122010)
YP_002344064.1	WP_002776373.1	1e-61	88.19	false	597416..597799	complement(1120863..1121243)
YP_002344065.1	WP_002818784.1	2e-121	77.26	false	597828..598667	complement(1119998..1120873)
YP_002344066.1	WP_002792204.1	4e-67	70.73	false	complement(598843..599340)	1119275..1119775
YP_002344067.1	WP_002776378.1	5e-95	97.67	false	complement(599381..599899)	1118709..1119227
YP_002344068.1	WP_002781658.1	4e-102	92.71	false	complement(599909..600487)	1118124..1118699
YP_002344069.1	WP_002781656.1	0.0	94.17	false	complement(600484..602235)	1116376..1118127
YP_002344070.1	WP_002776381.1	2e-140	82.87	false	602326..603186	complement(1115423..1116283)
YP_002344071.1	WP_002784256.1	0.0	76.28	false	603186..604709	complement(1113900..1115423)
YP_002344072.1	WP_002781652.1	0.0	78.5	false	604815..606059	complement(1112567..1113811)
YP_002344073.1	WP_002787387.1	6e-122	79.63	false	606050..606865	complement(1111764..1112576)
YP_002344074.1	WP_002776385.1	0.0	85.68	false	606865..607983	complement(1110628..1111761)
YP_002344075.1	WP_002776386.1	3e-125	89.39	false	607943..608770	complement(1109844..1110683)
YP_002344076.1	WP_002776387.1	8e-76	81.48	false	608776..609264	complement(1109352..1109840)
YP_002344077.1	WP_002776388.1	1e-69	73.96	false	609255..609770	complement(1108849..1109361)
YP_002344078.1	WP_002781646.1	2e-68	77.63	false	609752..610213	complement(1108406..1108864)
YP_002344079.1	WP_002781644.1	3e-92	82.14	false	610210..610806	complement(1107819..1108409)
YP_002344080.1	WP_002784250.1	2e-62	66.26	false	610803..611297	complement(1107323..1107817)
YP_002344081.1	WP_002784249.1	0.0	84.03	false	611298..613103	complement(1105488..1107323)
YP_002344082.1	WP_002844767.1	0.0	75.8	false	complement(613224..615014)	1103668..1105455
YP_002344083.1	WP_002776400.1	2e-12	30.81	false	complement(616572..617120)	1103026..1103583
YP_002344084.1	WP_002787393.1	3e-60	37.5	false	complement(617113..618219)	1101953..1103026
YP_002344085.1	WP_021033742.1	6e-138	81.38	false	complement(618206..619081)	1101088..1101963
YP_002344086.1	WP_002776406.1	0.0	98.63	false	complement(619078..620397)	1099772..1101091
YP_002344087.1	WP_002776411.1	7e-102	98.89	false	complement(620394..620936)	1099233..1099775
YP_002344088.1	WP_002784246.1	1e-77	96.6	false	complement(620936..621379)	1098790..1099233
YP_002344089.1	WP_002844766.1	0.0	96.8	false	complement(621392..622612)	1097554..1098774
YP_002344090.1	WP_002776417.1	7e-39	88.89	false	622768..623013	complement(1097169..1097414)
YP_002344091.1	WP_002776418.1	1e-62	80.74	false	623010..623417	complement(1096765..1097172)
YP_002344092.1	WP_002776419.1	9e-126	94.63	false	623410..624138	complement(1096044..1096772)
YP_002344093.1	WP_002781614.1	0.0	87.26	false	624138..625388	complement(1094794..1096044)
YP_002344094.1	WP_002776421.1	0.0	94.94	false	625552..626976	complement(1093183..1094607)
YP_002344096.1	WP_002844793.1	2e-27	27.33	true	629020..631065	623319..625442
YP_002344098.1	WP_002844764.1	0.0	97.26	false	complement(633589..635562)	1091175..1093148
YP_002344099.1	WP_002776426.1	4e-36	94.74	false	635716..635946	complement(1090791..1091021)
YP_002344100.1	WP_002776428.1	6e-38	93.67	false	635936..636178	complement(1090556..1090801)
YP_002344101.1	WP_002776437.1	1e-43	58.11	false	636175..636612	complement(1090113..1090559)
YP_002344102.1	WP_002776439.1	0.0	77.61	false	636594..638447	complement(1088278..1090116)
YP_002344104.1	WP_002776443.1	0.0	96.08	false	639998..641071	complement(1087145..1088218)
YP_002344105.1	WP_002787400.1	5e-122	94.4	false	complement(641102..641800)	1086363..1087061
YP_002344106.1	WP_002789906.1	0.0	87.8	false	641890..643395	complement(1084756..1086258)
YP_002344107.1	WP_002781587.1	0.0	86.11	false	643409..644599	complement(1083552..1084742)
YP_002344108.1	WP_021033617.1	3e-16	25.25	true	complement(644627..648379)	46466..50245
YP_002344109.1	WP_002776453.1	5e-78	86.5	false	648529..649020	complement(1082987..1083478)
YP_002344110.1	WP_002789913.1	1e-100	67.41	false	complement(649008..649946)	1082112..1082999
YP_002344111.1	WP_002781583.1	2e-136	72.9	false	complement(649946..650884)	1081177..1082112
YP_002344112.1	WP_002781581.1	0.0	72.53	false	651043..652533	complement(1079537..1081024)
YP_002344113.1	WP_002781579.1	0.0	95.65	false	652530..653918	complement(1078152..1079534)
YP_002344114.1	WP_002781577.1	0.0	95.41	false	653934..655046	complement(1077023..1078135)
YP_002344115.1	WP_002776464.1	2e-150	93.33	false	655202..656014	complement(1075888..1076700)
YP_002344116.1	WP_002776471.1	9e-150	97.34	false	656043..656834	complement(1075066..1075857)
YP_002344117.1	WP_002776475.1	0.0	95.8	false	complement(656901..658331)	1073392..1074822
YP_002344118.1	WP_002776477.1	2e-101	82.05	false	658534..659229	complement(1072489..1073193)
YP_002344119.1	WP_002776479.1	0.0	88.97	false	659226..660479	complement(1071236..1072492)
YP_002344120.1	WP_002784218.1	3e-65	82.93	false	660480..660974	complement(1070745..1071239)
YP_002344121.1	WP_002776483.1	5e-90	92.86	false	660984..661520	complement(1070178..1070732)
YP_002344122.1	WP_002776485.1	6e-166	93.73	false	661532..662395	complement(1069313..1070176)
YP_002344123.1	WP_002776487.1	2e-107	75.1	false	662382..663107	complement(1068601..1069326)
YP_002344124.1	WP_002776489.1	5e-115	84.03	false	663117..663833	complement(1067875..1068591)
YP_002344125.1	WP_002784217.1	1e-163	71.69	false	663830..664987	complement(1066721..1067878)
YP_002344126.1	WP_002781565.1	9e-125	82	false	664968..665720	complement(1065988..1066740)
YP_002344127.1	WP_002776497.1	0.0	87.87	false	665788..667125	complement(1064583..1065920)
YP_002344128.1	WP_002776499.1	3e-38	96	false	667190..667417	complement(1064288..1064515)
YP_002344129.1	WP_002776501.1	3e-34	81.25	false	667420..667662	complement(1064040..1064282)
YP_002344130.1	WP_002776503.1	6e-74	72.07	false	667655..668194	complement(1063508..1064047)
YP_002344131.1	WP_002776505.1	2e-114	82.48	false	668191..668895	complement(1062807..1063511)
YP_002344132.1	WP_021033741.1	1e-60	94.07	false	668906..669262	complement(1062440..1062796)
YP_002344133.1	WP_002776509.1	7e-62	75.18	false	669395..669808	complement(1061875..1062288)
YP_002344134.1	WP_002776512.1	0.0	88.99	false	669832..671172	complement(1060508..1061851)
YP_002344135.1	WP_002776527.1	5e-38	66.06	false	671169..671498	complement(1060182..1060511)
YP_002344136.1	WP_002776528.1	0.0	88.34	false	671946..675548	complement(1056380..1059982)
YP_002344138.1	WP_002789917.1	3e-132	94.38	false	complement(676227..676976)	1054946..1055695
YP_002344139.1	WP_002787413.1	5e-67	84.62	false	complement(677015..677485)	1054439..1054912
YP_002344140.1	WP_021033740.1	7e-128	81.06	false	complement(677498..678313)	1053597..1054397
YP_002344141.1	WP_002781822.1	0.0	91.9	false	complement(678310..679497)	1052413..1053600
YP_002344142.1	WP_002776553.1	4e-29	98.36	false	679624..679809	complement(1052099..1052284)
YP_002344143.1	WP_002776555.1	9e-99	96.67	false	complement(679806..680348)	1051560..1052102
YP_002344144.1	WP_021033739.1	0.0	99.39	false	complement(680369..681352)	1050556..1051539
YP_002344145.1	WP_021033738.1	0.0	95.4	false	681469..682515	complement(1049390..1050436)
YP_002344146.1	WP_002776560.1	0.0	99.32	false	682526..683851	complement(1048054..1049379)
YP_002344147.1	WP_002781816.1	4e-158	99.63	false	683848..684657	complement(1047248..1048054)
YP_002344148.1	WP_021033737.1	1e-151	99.28	false	684654..685493	complement(1046412..1047251)
YP_002344149.1	WP_002781812.1	1e-144	98.84	false	685494..686273	complement(1045632..1046411)
YP_002344150.1	WP_002776579.1	0.0	99.09	false	686277..687266	complement(1044639..1045628)
